"","date","LE","qc_LE","co2_flux","qc_co2_flux","wind_speed","dir","index1","lat1","lon1","swh1","wind_speed_alt1"
"1",2015-11-12 00:30:00,7.514946827,1,0.474235265,1,0.051943995,186.1646491,NA,NA,NA,NA,NA
"2",2015-11-12 01:00:00,6.106607401,1,0.414857465,1,0.058997956,185.8019289,NA,NA,NA,NA,NA
"3",2015-11-12 01:30:00,3.959283786,1,NA,2,0.127054329,172.8562656,NA,NA,NA,NA,NA
"4",2015-11-12 02:00:00,4.29040411,1,0.355198914,1,0.108201053,191.5574584,NA,NA,NA,NA,NA
"5",2015-11-12 02:30:00,4.169148005,1,0.4772189,1,0.050940032,179.8496337,NA,NA,NA,NA,NA
"6",2015-11-12 03:00:00,3.004830708,1,0.308422889,1,0.063935865,180.9058977,NA,NA,NA,NA,NA
"7",2015-11-12 03:30:00,6.262448114,1,1.298685055,1,0.015830176,149.670824,NA,NA,NA,NA,NA
"8",2015-11-12 04:00:00,0.749790122,1,-0.157502786,1,0.032258258,195.641042,NA,NA,NA,NA,NA
"9",2015-11-12 04:30:00,NA,2,-0.37996128,1,0.096417889,197.4539877,NA,NA,NA,NA,NA
"10",2015-11-12 05:00:00,4.327973897,1,0.699443467,1,0.009638825,149.2262654,NA,NA,NA,NA,NA
"11",2015-11-12 05:30:00,1.005072762,1,NA,2,0.066017216,164.1122031,NA,NA,NA,NA,NA
"12",2015-11-12 06:00:00,NA,2,-0.178394796,1,0.07242801,202.1858862,NA,NA,NA,NA,NA
"13",2015-11-12 06:30:00,NA,2,-0.310215548,1,0.102152206,199.6500677,NA,NA,NA,NA,NA
"14",2015-11-12 07:00:00,0.599884494,1,0.066642534,1,0.081414781,177.3960177,NA,NA,NA,NA,NA
"15",2015-11-12 07:30:00,0.094801844,1,NA,2,0.012158256,357.6233083,NA,NA,NA,NA,NA
"16",2015-11-12 08:00:00,0.788746223,1,NA,2,0.040126275,201.4672061,NA,NA,NA,NA,NA
"17",2015-11-12 08:30:00,2.013196815,1,0.332716327,1,0.12271339,142.9638415,NA,NA,NA,NA,NA
"18",2015-11-12 09:00:00,NA,2,-0.197941113,1,0.089893796,150.7116991,NA,NA,NA,NA,NA
"19",2015-11-12 09:30:00,8.114503292,1,0.734992781,1,0.129961795,54.01460486,NA,NA,NA,NA,NA
"20",2015-11-12 10:00:00,5.732121975,1,-0.487385857,1,0.061054206,307.9800729,NA,NA,NA,NA,NA
"21",2015-11-12 10:30:00,12.91430773,1,0.34093818,1,1.543837009,67.73311861,NA,NA,NA,NA,NA
"22",2015-11-12 11:00:00,7.609685019,1,0.017610169,1,0.855491007,62.95051322,4260,2.555309,279.08249,1.947,4.56
"23",2015-11-12 11:30:00,9.442466476,1,NA,2,0.503236391,352.4978318,NA,NA,NA,NA,NA
"24",2015-11-12 12:00:00,8.69907345,1,0.112847127,1,0.800173356,338.0045681,NA,NA,NA,NA,NA
"25",2015-11-12 12:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",2015-11-12 13:00:00,10.44374865,1,NA,2,1.32381751,307.8674664,NA,NA,NA,NA,NA
"27",2015-11-12 13:30:00,9.569540487,1,-0.001255319,1,1.580761703,296.0725487,NA,NA,NA,NA,NA
"28",2015-11-12 14:00:00,10.12692944,1,-0.133156802,1,1.948079793,299.9274416,NA,NA,NA,NA,NA
"29",2015-11-12 14:30:00,11.89412457,1,0.170935237,1,1.826471849,301.9131871,NA,NA,NA,NA,NA
"30",2015-11-12 15:00:00,4.908363915,1,-0.053867188,1,1.717833045,300.4359987,NA,NA,NA,NA,NA
"31",2015-11-12 15:30:00,9.981669763,1,-0.002080146,1,1.856397174,306.5799025,NA,NA,NA,NA,NA
"32",2015-11-12 16:00:00,6.75824058,1,0.125784214,1,1.489114178,309.9087647,NA,NA,NA,NA,NA
"33",2015-11-12 16:30:00,12.72860737,1,0.073813865,1,1.443815972,301.5477974,NA,NA,NA,NA,NA
"34",2015-11-12 17:00:00,4.308265107,1,-0.472227998,1,1.006266396,301.8567524,NA,NA,NA,NA,NA
"35",2015-11-12 17:30:00,NA,2,NA,2,0.397025291,248.4971274,NA,NA,NA,NA,NA
"36",2015-11-12 18:00:00,NA,2,-0.319814317,1,0.08211097,190.3028953,NA,NA,NA,NA,NA
"37",2015-11-12 18:30:00,1.40227685,1,0.358010279,1,0.056107785,195.4414437,NA,NA,NA,NA,NA
"38",2015-11-12 19:00:00,0.628917633,1,NA,2,0.092222405,238.7877677,NA,NA,NA,NA,NA
"39",2015-11-12 19:30:00,2.212160134,1,0.221459132,1,0.095037651,176.7716176,NA,NA,NA,NA,NA
"40",2015-11-12 20:00:00,-4.687034172,1,-1.084890718,1,0.232546797,173.4197367,NA,NA,NA,NA,NA
"41",2015-11-12 20:30:00,18.83810317,1,NA,2,0.270391635,170.0673067,NA,NA,NA,NA,NA
"42",2015-11-12 21:00:00,NA,2,0.280104916,1,0.106374841,189.3986954,NA,NA,NA,NA,NA
"43",2015-11-12 21:30:00,NA,2,0.633637734,1,0.123029731,206.2429575,NA,NA,NA,NA,NA
"44",2015-11-12 22:00:00,2.747101009,1,NA,2,0.124533773,192.7610896,NA,NA,NA,NA,NA
"45",2015-11-12 22:30:00,2.918428913,1,NA,2,0.064312606,179.8307076,NA,NA,NA,NA,NA
"46",2015-11-12 23:00:00,4.862676039,1,-0.800709746,1,0.036172677,243.3866378,NA,NA,NA,NA,NA
"47",2015-11-12 23:30:00,3.357554645,1,-0.226998976,1,0.016145072,189.8245375,NA,NA,NA,NA,NA
"48",2015-11-13 00:00:00,3.843879754,1,NA,2,0.057139439,198.3257786,NA,NA,NA,NA,NA
"49",2015-11-13 00:30:00,3.080062883,1,NA,2,0.089574336,183.0130537,NA,NA,NA,NA,NA
"50",2015-11-13 01:00:00,3.424817247,1,-0.164763327,1,0.05735857,226.4355919,NA,NA,NA,NA,NA
"51",2015-11-13 01:30:00,4.406881915,1,NA,2,0.068142027,183.2080801,NA,NA,NA,NA,NA
"52",2015-11-13 02:00:00,3.214101523,1,NA,2,0.087010783,192.4848752,NA,NA,NA,NA,NA
"53",2015-11-13 02:30:00,2.86036323,1,0.425024512,1,0.08744178,175.1764848,NA,NA,NA,NA,NA
"54",2015-11-13 03:00:00,2.669300991,1,-0.067365951,1,0.076564625,188.2897827,NA,NA,NA,NA,NA
"55",2015-11-13 03:30:00,1.123002117,1,NA,2,0.121022297,175.3074541,NA,NA,NA,NA,NA
"56",2015-11-13 04:00:00,2.04736561,1,NA,2,0.087569454,165.592224,NA,NA,NA,NA,NA
"57",2015-11-13 04:30:00,0.906819492,1,-0.214040374,1,0.109431321,174.6885572,NA,NA,NA,NA,NA
"58",2015-11-13 05:00:00,1.213932828,1,0.566176236,1,0.083367854,176.0604698,NA,NA,NA,NA,NA
"59",2015-11-13 05:30:00,0.369900042,1,NA,2,0.051763387,183.2811388,NA,NA,NA,NA,NA
"60",2015-11-13 06:00:00,NA,2,NA,2,0.066269425,218.7765292,NA,NA,NA,NA,NA
"61",2015-11-13 06:30:00,0.117799886,1,-0.237932321,1,0.058514989,198.4782117,NA,NA,NA,NA,NA
"62",2015-11-13 07:00:00,1.705685062,1,1.424493229,1,0.047840904,160.5170988,NA,NA,NA,NA,NA
"63",2015-11-13 07:30:00,NA,2,NA,2,0.049485677,219.7101636,NA,NA,NA,NA,NA
"64",2015-11-13 08:00:00,0.659906911,1,NA,2,0.05054266,179.5975194,NA,NA,NA,NA,NA
"65",2015-11-13 08:30:00,0.625689714,1,0.449774312,1,0.089772422,163.3031103,NA,NA,NA,NA,NA
"66",2015-11-13 09:00:00,NA,2,-0.573550403,1,0.117935888,116.2381866,NA,NA,NA,NA,NA
"67",2015-11-13 09:30:00,4.67605573,1,0.059892912,1,0.393422559,70.80913787,NA,NA,NA,NA,NA
"68",2015-11-13 10:00:00,46.19958178,1,3.018736667,1,0.013282098,324.1641669,NA,NA,NA,NA,NA
"69",2015-11-13 10:30:00,7.102885636,1,2.533512404,1,0.433919325,277.2410259,NA,NA,NA,NA,NA
"70",2015-11-13 11:00:00,8.144985908,1,NA,2,0.728164116,232.30081,NA,NA,NA,NA,NA
"71",2015-11-13 11:30:00,11.50595337,1,-0.29183866,1,0.586480061,222.3823186,NA,NA,NA,NA,NA
"72",2015-11-13 12:00:00,13.08634963,1,NA,2,0.555471597,225.9189088,NA,NA,NA,NA,NA
"73",2015-11-13 12:30:00,6.075800296,1,0.079079963,1,0.449309126,232.5763644,NA,NA,NA,NA,NA
"74",2015-11-13 13:00:00,2.911473967,1,0.379252868,1,0.379315166,250.0787045,NA,NA,NA,NA,NA
"75",2015-11-13 13:30:00,-86.13719199,1,NA,2,0.126011343,291.0606242,NA,NA,NA,NA,NA
"76",2015-11-13 14:00:00,NA,2,-0.078949892,1,0.1788701,295.6583667,NA,NA,NA,NA,NA
"77",2015-11-13 14:30:00,6.848590251,1,0.261038258,1,0.209857449,277.7275954,NA,NA,NA,NA,NA
"78",2015-11-13 15:00:00,-14.65853332,1,-0.110935979,1,0.235433415,290.5495116,NA,NA,NA,NA,NA
"79",2015-11-13 15:30:00,7.461825106,1,-0.358253236,1,0.2102941,227.7142671,NA,NA,NA,NA,NA
"80",2015-11-13 16:00:00,10.19081147,1,-0.002320393,1,0.244055315,179.8210633,NA,NA,NA,NA,NA
"81",2015-11-13 16:30:00,11.18545905,1,0.242909989,1,0.398703769,238.2383414,NA,NA,NA,NA,NA
"82",2015-11-13 17:00:00,NA,2,-0.165844453,1,0.21400053,232.1631604,NA,NA,NA,NA,NA
"83",2015-11-13 17:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",2015-11-13 18:00:00,4.181287777,1,0.064690053,1,0.073413862,278.7315727,NA,NA,NA,NA,NA
"85",2015-11-13 18:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",2015-11-13 19:00:00,1.519820684,1,0.134533009,1,0.128218321,240.3711975,NA,NA,NA,NA,NA
"87",2015-11-13 19:30:00,1.159442472,1,0.150997805,1,0.120635461,212.2358973,NA,NA,NA,NA,NA
"88",2015-11-13 20:00:00,1.137825656,1,0.147459426,1,0.133637462,213.4134606,NA,NA,NA,NA,NA
"89",2015-11-13 20:30:00,0.182571796,1,0.039332988,1,0.082267307,211.2190437,NA,NA,NA,NA,NA
"90",2015-11-13 21:00:00,3.795631058,1,0.479937742,1,0.139896734,208.7224986,NA,NA,NA,NA,NA
"91",2015-11-13 21:30:00,11.36327966,1,-1.237726789,1,0.362702133,101.3065144,NA,NA,NA,NA,NA
"92",2015-11-13 22:00:00,3.173057025,1,0.644683767,1,0.158255378,175.0190477,NA,NA,NA,NA,NA
"93",2015-11-13 22:30:00,1.934654047,1,0.472032686,1,0.047051194,212.5496576,NA,NA,NA,NA,NA
"94",2015-11-13 23:00:00,NA,2,-0.209090798,1,0.158158121,159.9877731,1364,7.439785,280.583878,1.356,2.57
"95",2015-11-13 23:30:00,2.284858107,1,-0.115180634,1,0.123202565,211.7059945,NA,NA,NA,NA,NA
"96",2015-11-14 00:00:00,4.328333106,1,1.526776067,1,0.164073784,189.7177048,NA,NA,NA,NA,NA
"97",2015-11-14 00:30:00,4.604951229,1,0.43298551,1,0.117422593,193.9792406,NA,NA,NA,NA,NA
"98",2015-11-14 01:00:00,6.531400223,1,NA,2,0.156339534,205.0655587,NA,NA,NA,NA,NA
"99",2015-11-14 01:30:00,4.776243211,1,-0.01888843,1,0.100573526,182.7057882,NA,NA,NA,NA,NA
"100",2015-11-14 02:00:00,7.495939981,1,0.806186679,1,0.190908562,189.6131389,NA,NA,NA,NA,NA
"101",2015-11-14 02:30:00,6.004170876,1,-0.482330889,1,0.219201627,129.471503,NA,NA,NA,NA,NA
"102",2015-11-14 03:00:00,11.78746505,1,-0.286897704,1,0.135382947,126.7881363,NA,NA,NA,NA,NA
"103",2015-11-14 03:30:00,5.288448414,1,-0.327109428,1,0.641054617,75.32322248,NA,NA,NA,NA,NA
"104",2015-11-14 04:00:00,4.055466857,1,NA,2,0.07094258,225.4442144,NA,NA,NA,NA,NA
"105",2015-11-14 04:30:00,1.801221826,1,0.19245961,1,0.146188623,207.0240932,NA,NA,NA,NA,NA
"106",2015-11-14 05:00:00,2.378144775,1,NA,2,0.095171359,176.9725954,NA,NA,NA,NA,NA
"107",2015-11-14 05:30:00,2.298887879,1,0.182514105,1,0.049475064,180.267191,NA,NA,NA,NA,NA
"108",2015-11-14 06:00:00,0.800527509,1,NA,2,0.039789644,205.1129503,NA,NA,NA,NA,NA
"109",2015-11-14 06:30:00,NA,2,0.051405937,1,0.035787536,207.5753985,NA,NA,NA,NA,NA
"110",2015-11-14 07:00:00,1.344243168,1,2.484906042,1,0.006472222,137.7782922,NA,NA,NA,NA,NA
"111",2015-11-14 07:30:00,NA,2,NA,2,0.013708632,342.1457732,NA,NA,NA,NA,NA
"112",2015-11-14 08:00:00,0.579509579,1,-0.049409845,1,0.014781274,340.4463959,NA,NA,NA,NA,NA
"113",2015-11-14 08:30:00,0.92312093,1,0.037561954,1,0.126146271,168.3717786,NA,NA,NA,NA,NA
"114",2015-11-14 09:00:00,NA,2,-1.075947693,1,0.433809181,93.06370982,NA,NA,NA,NA,NA
"115",2015-11-14 09:30:00,14.77740105,1,0.611171935,2,0.251216131,51.91595127,NA,NA,NA,NA,NA
"116",2015-11-14 10:00:00,3.50698248,1,-0.02604936,1,0.17065704,68.77871169,NA,NA,NA,NA,NA
"117",2015-11-14 10:30:00,2.152630241,2,-2.889601281,1,0.75120866,43.30434271,NA,NA,NA,NA,NA
"118",2015-11-14 11:00:00,10.49536015,1,0.062266678,1,1.34381871,65.22509539,NA,NA,NA,NA,NA
"119",2015-11-14 11:30:00,5.927553539,1,0.01129792,1,0.725073318,56.49221895,NA,NA,NA,NA,NA
"120",2015-11-14 12:00:00,7.652424808,1,0.006893718,1,0.586401432,52.86748347,NA,NA,NA,NA,NA
"121",2015-11-14 12:30:00,7.016190962,1,0.105264015,2,0.428180463,19.44750806,NA,NA,NA,NA,NA
"122",2015-11-14 13:00:00,7.359428628,1,NA,2,0.439475526,356.4285327,NA,NA,NA,NA,NA
"123",2015-11-14 13:30:00,7.472527843,1,NA,2,0.574239566,325.7895531,NA,NA,NA,NA,NA
"124",2015-11-14 14:00:00,12.81925396,1,0.086121298,1,1.285724091,320.8966137,NA,NA,NA,NA,NA
"125",2015-11-14 14:30:00,8.830890547,1,-0.026251529,1,1.521778842,308.0758458,NA,NA,NA,NA,NA
"126",2015-11-14 15:00:00,12.9039443,1,NA,2,1.265921312,306.7440113,NA,NA,NA,NA,NA
"127",2015-11-14 15:30:00,9.684710945,1,-0.003877672,1,1.594114098,304.4418077,NA,NA,NA,NA,NA
"128",2015-11-14 16:00:00,6.954670512,1,-0.176502724,1,1.611557824,306.0777105,NA,NA,NA,NA,NA
"129",2015-11-14 16:30:00,4.145051058,1,0.022661416,1,0.698830537,326.9042013,NA,NA,NA,NA,NA
"130",2015-11-14 17:00:00,14.42742927,1,0.075468776,1,1.042278142,324.9070872,NA,NA,NA,NA,NA
"131",2015-11-14 17:30:00,-7.447118436,1,-1.105977752,1,0.889539223,293.4188727,NA,NA,NA,NA,NA
"132",2015-11-14 18:00:00,-9.413470433,1,NA,2,0.322562439,254.6649973,NA,NA,NA,NA,NA
"133",2015-11-14 18:30:00,2.56774438,1,0.582478084,1,0.185383399,240.8472076,NA,NA,NA,NA,NA
"134",2015-11-14 19:00:00,NA,2,-0.07533674,1,0.213463404,224.9301614,NA,NA,NA,NA,NA
"135",2015-11-14 19:30:00,1.7948226,1,0.368305527,1,0.083113983,223.4760068,NA,NA,NA,NA,NA
"136",2015-11-14 20:00:00,2.760768536,1,0.482392185,1,0.146761374,174.0173515,NA,NA,NA,NA,NA
"137",2015-11-14 20:30:00,-2.505220152,1,-0.645294011,1,0.161416659,197.6045455,NA,NA,NA,NA,NA
"138",2015-11-14 21:00:00,0.760190248,1,NA,2,0.048082196,200.3484697,NA,NA,NA,NA,NA
"139",2015-11-14 21:30:00,0.67583999,1,0.098746891,1,0.044984838,203.8575609,NA,NA,NA,NA,NA
"140",2015-11-14 22:00:00,0.394237145,1,NA,2,0.069678502,223.7576068,NA,NA,NA,NA,NA
"141",2015-11-14 22:30:00,NA,2,-0.117580287,1,0.011826456,237.3633624,NA,NA,NA,NA,NA
"142",2015-11-14 23:00:00,0.395145853,1,0.022495683,1,0.067950326,226.4828304,NA,NA,NA,NA,NA
"143",2015-11-14 23:30:00,-0.921177435,1,0.721818314,1,0.083929735,39.04971633,NA,NA,NA,NA,NA
"144",2015-11-15 00:00:00,15.15118693,1,0.490091102,2,1.897626596,69.25222816,NA,NA,NA,NA,NA
"145",2015-11-15 00:30:00,11.87973497,1,-0.019715091,1,2.04518705,67.16290909,NA,NA,NA,NA,NA
"146",2015-11-15 01:00:00,12.03724761,1,-2.495924556,1,2.100038292,84.39434409,NA,NA,NA,NA,NA
"147",2015-11-15 01:30:00,16.1877338,1,-0.06683284,1,2.10049584,93.22233246,NA,NA,NA,NA,NA
"148",2015-11-15 02:00:00,9.1860995,1,NA,2,1.1601208,99.26324162,NA,NA,NA,NA,NA
"149",2015-11-15 02:30:00,10.85636939,1,0.455948619,1,0.092218381,206.5947789,NA,NA,NA,NA,NA
"150",2015-11-15 03:00:00,10.49728161,1,NA,2,0.067490185,231.3301346,NA,NA,NA,NA,NA
"151",2015-11-15 03:30:00,8.118911133,1,NA,2,0.06218326,211.3932556,NA,NA,NA,NA,NA
"152",2015-11-15 04:00:00,6.216068141,1,-0.514397995,1,1.3294511,72.93491376,NA,NA,NA,NA,NA
"153",2015-11-15 04:30:00,4.62911674,1,-0.317661495,1,0.546772982,66.39377833,NA,NA,NA,NA,NA
"154",2015-11-15 05:00:00,1.403268392,1,-0.762720436,1,0.141951048,143.0678244,NA,NA,NA,NA,NA
"155",2015-11-15 05:30:00,2.490546522,1,0.320469082,1,0.094502094,173.0376133,NA,NA,NA,NA,NA
"156",2015-11-15 06:00:00,NA,2,-0.325882182,1,0.033397513,234.7978146,NA,NA,NA,NA,NA
"157",2015-11-15 06:30:00,NA,2,-0.151623061,1,0.011690341,189.1825052,NA,NA,NA,NA,NA
"158",2015-11-15 07:00:00,NA,2,0.036377835,1,0.051196215,229.8741378,NA,NA,NA,NA,NA
"159",2015-11-15 07:30:00,0.321292181,1,-0.085098631,1,0.0216535,10.66297635,NA,NA,NA,NA,NA
"160",2015-11-15 08:00:00,NA,2,NA,2,0.028319274,167.7856205,NA,NA,NA,NA,NA
"161",2015-11-15 08:30:00,NA,2,NA,2,0.123660134,163.6741186,NA,NA,NA,NA,NA
"162",2015-11-15 09:00:00,NA,2,-0.070372629,1,0.17846572,119.057409,NA,NA,NA,NA,NA
"163",2015-11-15 09:30:00,4.249792857,1,0.201386562,1,0.155167718,42.42757921,NA,NA,NA,NA,NA
"164",2015-11-15 10:00:00,5.803285509,1,0.069930629,2,0.469799527,40.30255912,NA,NA,NA,NA,NA
"165",2015-11-15 10:30:00,8.236466385,1,0.145748706,2,1.133010069,69.65808193,NA,NA,NA,NA,NA
"166",2015-11-15 11:00:00,12.17062356,1,0.173450539,2,1.158297079,63.60324471,NA,NA,NA,NA,NA
"167",2015-11-15 11:30:00,6.869883792,1,-0.048755934,1,0.610391563,35.77749772,NA,NA,NA,NA,NA
"168",2015-11-15 12:00:00,7.704921201,1,0.014736647,1,0.761337089,345.7525208,NA,NA,NA,NA,NA
"169",2015-11-15 12:30:00,6.395946401,1,-0.012973924,1,0.808608532,339.0576378,NA,NA,NA,NA,NA
"170",2015-11-15 13:00:00,8.530386339,1,NA,2,0.774725019,318.5871145,NA,NA,NA,NA,NA
"171",2015-11-15 13:30:00,7.189060989,1,0.012255313,1,0.867015934,317.406868,NA,NA,NA,NA,NA
"172",2015-11-15 14:00:00,11.41088597,1,-0.011352298,1,1.05701605,308.7932186,NA,NA,NA,NA,NA
"173",2015-11-15 14:30:00,12.88733716,1,0.049944106,1,1.385662478,303.0062878,NA,NA,NA,NA,NA
"174",2015-11-15 15:00:00,12.3907374,1,-0.007667522,1,1.765441309,306.9470757,NA,NA,NA,NA,NA
"175",2015-11-15 15:30:00,12.63259029,1,0.02976511,1,1.677542171,310.9223072,NA,NA,NA,NA,NA
"176",2015-11-15 16:00:00,9.594865182,1,0.022311519,1,0.903579828,293.1560501,NA,NA,NA,NA,NA
"177",2015-11-15 16:30:00,10.99641242,1,NA,2,1.194921879,294.5049964,NA,NA,NA,NA,NA
"178",2015-11-15 17:00:00,15.06866062,1,0.026008979,1,1.488753215,308.9432038,NA,NA,NA,NA,NA
"179",2015-11-15 17:30:00,46.20716659,1,0.379189628,2,2.159759657,2.166605178,NA,NA,NA,NA,NA
"180",2015-11-15 18:00:00,19.60305292,1,0.189450369,2,1.861812509,23.53292662,NA,NA,NA,NA,NA
"181",2015-11-15 18:30:00,68.78743622,1,-5.76966813,1,1.654982267,70.35266456,NA,NA,NA,NA,NA
"182",2015-11-15 19:00:00,11.7416201,1,-1.559058935,1,0.6676302,107.2976537,NA,NA,NA,NA,NA
"183",2015-11-15 19:30:00,13.68524114,1,-1.132159427,1,0.10913767,193.4860961,NA,NA,NA,NA,NA
"184",2015-11-15 20:00:00,8.617482272,1,-0.316977091,1,0.371107585,153.7696358,NA,NA,NA,NA,NA
"185",2015-11-15 20:30:00,9.729987058,1,NA,2,0.106175464,166.6491455,NA,NA,NA,NA,NA
"186",2015-11-15 21:00:00,-3.71539803,1,0.674622086,1,0.039332283,193.9634247,NA,NA,NA,NA,NA
"187",2015-11-15 21:30:00,1.517434935,1,NA,2,0.068429861,183.3513606,NA,NA,NA,NA,NA
"188",2015-11-15 22:00:00,1.818380991,1,0.088834908,1,0.020505007,214.9987565,NA,NA,NA,NA,NA
"189",2015-11-15 22:30:00,1.237214157,1,0.077413989,1,0.045164058,214.5749258,NA,NA,NA,NA,NA
"190",2015-11-15 23:00:00,12.08742013,1,-2.652871882,1,0.006233623,227.293156,NA,NA,NA,NA,NA
"191",2015-11-15 23:30:00,NA,2,-0.231355505,1,0.039405343,204.4635741,NA,NA,NA,NA,NA
"192",2015-11-16 00:00:00,NA,2,0.053287629,1,0.018921642,301.8013421,NA,NA,NA,NA,NA
"193",2015-11-16 00:30:00,1.921536721,1,0.255546266,1,0.050868222,174.8329668,NA,NA,NA,NA,NA
"194",2015-11-16 01:00:00,2.70177323,1,NA,2,0.025576911,198.8157264,NA,NA,NA,NA,NA
"195",2015-11-16 01:30:00,3.47259032,1,-0.019325775,1,0.053203138,193.7188074,NA,NA,NA,NA,NA
"196",2015-11-16 02:00:00,5.262865297,1,0.036970828,1,0.046019408,197.2462881,NA,NA,NA,NA,NA
"197",2015-11-16 02:30:00,7.501067772,1,0.16402771,1,0.075350195,179.7227478,NA,NA,NA,NA,NA
"198",2015-11-16 03:00:00,7.323903463,1,0.020416743,1,0.065463664,181.5983636,NA,NA,NA,NA,NA
"199",2015-11-16 03:30:00,5.446697092,1,-0.18244688,1,0.081651878,211.9987236,NA,NA,NA,NA,NA
"200",2015-11-16 04:00:00,5.100147773,1,-0.09630037,1,0.076132954,198.133566,NA,NA,NA,NA,NA
"201",2015-11-16 04:30:00,2.951679088,1,0.057076835,1,0.29185218,156.8593873,NA,NA,NA,NA,NA
"202",2015-11-16 05:00:00,2.879352624,1,NA,2,0.105569573,176.5566751,NA,NA,NA,NA,NA
"203",2015-11-16 05:30:00,2.155068579,1,NA,2,0.011820016,164.6677221,NA,NA,NA,NA,NA
"204",2015-11-16 06:00:00,9.27116756,1,1.300377506,1,0.008415421,162.3968671,NA,NA,NA,NA,NA
"205",2015-11-16 06:30:00,1.309814131,1,0.341405818,1,0.017880217,189.3956266,NA,NA,NA,NA,NA
"206",2015-11-16 07:00:00,0.66822318,1,0.175720028,1,0.060876773,171.3790142,NA,NA,NA,NA,NA
"207",2015-11-16 07:30:00,0.640439722,1,-0.08823905,1,0.077294426,187.188889,NA,NA,NA,NA,NA
"208",2015-11-16 08:00:00,1.388385307,1,0.208893681,1,0.094341582,173.4716491,NA,NA,NA,NA,NA
"209",2015-11-16 08:30:00,NA,2,-0.602916898,1,0.281118577,103.1614779,NA,NA,NA,NA,NA
"210",2015-11-16 09:00:00,4.111410963,1,NA,2,0.281440414,121.4127431,NA,NA,NA,NA,NA
"211",2015-11-16 09:30:00,6.937267045,1,-0.047342821,1,0.614801002,63.52349757,NA,NA,NA,NA,NA
"212",2015-11-16 10:00:00,5.550356113,1,-0.113710818,1,0.727276044,72.17377522,NA,NA,NA,NA,NA
"213",2015-11-16 10:30:00,7.882852223,1,-0.024409207,1,0.740563324,62.1955785,NA,NA,NA,NA,NA
"214",2015-11-16 11:00:00,7.802268674,1,-0.060315271,1,0.823200762,70.86175506,NA,NA,NA,NA,NA
"215",2015-11-16 11:30:00,6.894791751,1,0.047148757,1,0.636803245,83.48850009,NA,NA,NA,NA,NA
"216",2015-11-16 12:00:00,5.207868546,1,0.024467915,1,0.633842064,81.89462175,NA,NA,NA,NA,NA
"217",2015-11-16 12:30:00,5.404580436,1,0.030420664,1,0.29430783,82.81590272,NA,NA,NA,NA,NA
"218",2015-11-16 13:00:00,5.127892707,1,0.08517737,1,0.259737905,18.53724973,NA,NA,NA,NA,NA
"219",2015-11-16 13:30:00,5.069640547,1,0.011005772,1,0.404094464,18.33614366,NA,NA,NA,NA,NA
"220",2015-11-16 14:00:00,4.223727491,1,0.009298832,1,0.348026754,12.65853712,NA,NA,NA,NA,NA
"221",2015-11-16 14:30:00,8.20128336,1,0.023671033,1,0.577861635,323.7385696,NA,NA,NA,NA,NA
"222",2015-11-16 15:00:00,10.97359239,1,-0.537506611,1,0.512647386,335.944295,NA,NA,NA,NA,NA
"223",2015-11-16 15:30:00,12.07867093,1,-1.213333216,1,0.478495124,289.0106425,NA,NA,NA,NA,NA
"224",2015-11-16 16:00:00,7.252551047,1,0.092751658,1,0.667829606,297.0954256,NA,NA,NA,NA,NA
"225",2015-11-16 16:30:00,7.43849085,1,NA,2,0.483897536,307.7215582,NA,NA,NA,NA,NA
"226",2015-11-16 17:00:00,7.035427357,1,0.431511288,1,0.712658389,288.7069116,NA,NA,NA,NA,NA
"227",2015-11-16 17:30:00,2.113508927,1,-1.115921185,1,0.229130095,201.9989504,NA,NA,NA,NA,NA
"228",2015-11-16 18:00:00,7.64320233,1,-0.298040718,1,0.186945908,223.3459218,NA,NA,NA,NA,NA
"229",2015-11-16 18:30:00,5.487897909,1,NA,2,0.080092023,192.5454069,NA,NA,NA,NA,NA
"230",2015-11-16 19:00:00,1.370680674,1,0.190210762,1,0.104221593,190.8934402,NA,NA,NA,NA,NA
"231",2015-11-16 19:30:00,0.810323009,1,-0.050827593,1,0.086172796,228.2861346,NA,NA,NA,NA,NA
"232",2015-11-16 20:00:00,-1.5779582,1,NA,2,0.031052532,241.4242835,NA,NA,NA,NA,NA
"233",2015-11-16 20:30:00,NA,2,NA,2,0.036944316,205.3497804,NA,NA,NA,NA,NA
"234",2015-11-16 21:00:00,1.767572642,1,NA,2,0.077937064,189.7014841,NA,NA,NA,NA,NA
"235",2015-11-16 21:30:00,1.155495977,1,-0.219403007,1,0.0377333,231.4113771,NA,NA,NA,NA,NA
"236",2015-11-16 22:00:00,NA,2,0.233194759,1,0.055326474,192.0783282,NA,NA,NA,NA,NA
"237",2015-11-16 22:30:00,NA,2,-0.237851735,1,0.041948062,230.5141432,NA,NA,NA,NA,NA
"238",2015-11-16 23:00:00,1.072593178,1,0.078272918,1,0.075304552,215.4379731,NA,NA,NA,NA,NA
"239",2015-11-16 23:30:00,0.998521652,1,0.134567075,1,0.054666329,186.0611039,NA,NA,NA,NA,NA
