DATE,LAT,LON,CHL,PAR,POC,PIC,SST
2017-07-11T02:50:00.000Z,6.02,99.98,-32767,52.78,-32767,-32767,-32767
2017-07-12T02:25:00.000Z,6.02,99.98,-32767,12.516,-32767,-32767,-32767
2017-07-13T02:40:00.000Z,6.02,99.98,-32767,16.584,-32767,-32767,-32767
2017-07-14T02:15:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-07-15T02:54:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-07-16T02:59:58.000Z,6.02,99.98,-32767,43.856,-32767,-32767,-32767
2017-07-17T02:45:00.000Z,6.02,99.98,-32767,29.888,-32767,-32767,-32767
2017-07-18T02:54:59.000Z,6.02,99.98,-32767,52.91,-32767,-32767,-32767
2017-07-19T02:29:59.000Z,6.02,99.98,-32767,53.442,-32767,-32767,-32767
2017-07-20T02:44:59.000Z,6.02,99.98,-32767,46.304,-32767,-32767,-32767
2017-07-21T02:19:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-07-22T03:00:00.000Z,6.02,99.98,-32767,51.716,-32767,-32767,-32767
2017-07-23T02:04:59.000Z,6.02,99.98,-32767,19.614,-32767,-32767,-32767
2017-07-24T02:49:59.000Z,6.02,99.98,-32767,50.278,-32767,-32767,-32767
2017-07-25T02:59:59.000Z,6.02,99.98,-32767,53.704,-32767,-32767,31.19
2017-07-26T02:39:59.000Z,6.02,99.98,-32767,37.124,-32767,-32767,-32767
2017-07-27T02:49:59.000Z,6.02,99.98,-32767,52.74,-32767,-32767,-32767
2017-07-28T02:24:59.000Z,6.02,99.98,-32767,32.224,-32767,-32767,-32767
2017-07-29T02:40:00.000Z,6.02,99.98,-32767,44.322,-32767,-32767,-32767
2017-07-30T02:15:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-07-31T02:54:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-08-01T03:00:00.000Z,6.02,99.98,-32767,32.244,-32767,-32767,-32767
2017-08-02T02:45:00.000Z,6.02,99.98,-32767,54.904,-32767,-32767,28.92
2017-08-03T02:54:59.000Z,6.02,99.98,-32767,39.388,-32767,-32767,-32767
2017-08-04T02:30:00.000Z,6.02,99.98,-32767,40.286,-32767,-32767,-32767
2017-08-05T02:44:59.000Z,6.02,99.98,-32767,32.508,-32767,-32767,-32767
2017-08-06T02:19:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-08-07T03:00:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-08-08T02:59:59.000Z,6.02,99.98,-32767,32.906,-32767,-32767,-32767
2017-08-09T02:49:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-08-10T02:59:59.000Z,6.02,99.98,-32767,35.186,-32767,-32767,-32767
2017-08-11T02:39:59.000Z,6.02,99.98,0.31,55.96,87.4,0.000098,31.64
2017-08-12T02:49:59.000Z,6.02,99.98,-32767,51.884,-32767,-32767,-32767
2017-08-13T02:24:59.000Z,6.02,99.98,-32767,28,-32767,-32767,-32767
2017-08-14T02:40:00.000Z,6.02,99.98,-32767,32.254,-32767,-32767,-32767
2017-08-15T02:15:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-08-16T02:54:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-08-17T03:00:00.000Z,6.02,99.98,-32767,31.85,-32767,-32767,-32767
2017-08-18T02:44:59.000Z,6.02,99.98,-32767,52.934,-32767,-32767,-32767
2017-08-19T02:55:00.000Z,6.02,99.98,-32767,46.666,-32767,-32767,-32767
2017-08-20T02:30:00.000Z,6.02,99.98,-32767,55.294,-32767,-32767,-32767
2017-08-21T02:44:59.000Z,6.02,99.98,-32767,47.398,-32767,-32767,-32767
2017-08-22T02:19:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-08-23T03:00:00.000Z,6.02,99.98,-32767,49.974,-32767,-32767,-32767
2017-08-24T02:59:59.000Z,6.02,99.98,-32767,27.004,-32767,-32767,-32767
2017-08-25T02:49:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-08-26T02:59:59.000Z,6.02,99.98,-32767,56.392,-32767,-32767,-32767
2017-08-27T02:39:59.000Z,6.02,99.98,-32767,27.192,-32767,-32767,-32767
2017-08-28T02:49:59.000Z,6.02,99.98,-32767,43.696,-32767,-32767,-32767
2017-08-29T02:24:59.000Z,6.02,99.98,-32767,11.37,-32767,-32767,-32767
2017-08-30T02:40:00.000Z,6.02,99.98,-32767,51.944,-32767,-32767,-32767
2017-08-31T02:15:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-09-01T02:55:09.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-09-02T03:00:00.000Z,6.02,99.98,0.38,56.974,94.2,0.00013199,30.4
2017-09-03T02:44:59.000Z,6.02,99.98,0.36,56.964,92,0.000116,31.87
2017-09-04T02:55:00.000Z,6.02,99.98,0.46,56.856,111.6,0.000012,30.43
2017-09-05T02:30:00.000Z,6.02,99.98,-32767,55.078,-32767,-32767,-32767
2017-09-06T02:44:59.000Z,6.02,99.98,-32767,56.36,-32767,-32767,-32767
2017-09-07T02:19:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-09-08T03:00:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-09-09T02:59:59.000Z,6.02,99.98,-32767,55.452,-32767,-32767,-32767
2017-09-10T02:50:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-09-11T02:59:59.000Z,6.02,99.98,-32767,56.528,-32767,-32767,-32767
2017-09-12T02:39:59.000Z,6.02,99.98,-32767,45.672,-32767,-32767,-32767
2017-09-13T02:49:59.000Z,6.02,99.98,0.44,56.672,106.2,0.000018,32.64
2017-09-14T02:24:59.000Z,6.02,99.98,-32767,54.158,-32767,-32767,-32767
2017-09-15T02:40:00.000Z,6.02,99.98,-32767,22.766,-32767,-32767,-32767
2017-09-16T02:15:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-09-17T02:54:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-09-18T03:00:00.000Z,6.02,99.98,-32767,42.494,-32767,-32767,-32767
2017-09-19T02:44:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-09-20T02:55:00.000Z,6.02,99.98,-32767,40.402,-32767,-32767,-32767
2017-09-21T02:30:00.000Z,6.02,99.98,-32767,33.266,-32767,-32767,-32767
2017-09-22T02:44:59.000Z,6.02,99.98,-32767,7.932,-32767,-32767,-32767
2017-09-23T02:19:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-09-24T03:00:00.000Z,6.02,99.98,-32767,48.804,-32767,-32767,-32767
2017-09-25T02:59:59.000Z,6.02,99.98,-32767,52.452,-32767,-32767,-32767
2017-09-26T02:50:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-09-27T02:59:59.000Z,6.02,99.98,-32767,54.814,-32767,-32767,-32767
2017-09-28T02:39:59.000Z,6.02,99.98,-32767,49.106,-32767,-32767,-32767
2017-09-29T02:49:59.000Z,6.02,99.98,-32767,54.258,-32767,-32767,-32767
2017-09-30T02:24:59.000Z,6.02,99.98,-32767,26.276,-32767,-32767,-32767
2017-10-01T02:40:00.000Z,6.02,99.98,-32767,45.526,-32767,-32767,-32767
2017-10-02T02:10:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-10-03T02:54:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-10-04T03:00:00.000Z,6.02,99.98,-32767,25.426,-32767,-32767,-32767
2017-10-05T02:44:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-10-06T02:55:00.000Z,6.02,99.98,0.63,55.736,153,0.000248,30.75
2017-10-07T02:30:00.000Z,6.02,99.98,0.36,56.13,92.6,0.000252,30.1
2017-10-08T02:44:59.000Z,6.02,99.98,-32767,48.476,-32767,-32767,-32767
2017-10-09T02:19:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-10-10T02:34:59.000Z,6.02,99.98,-32767,53.02,-32767,-32767,-32767
2017-10-11T02:59:59.000Z,6.02,99.98,-32767,47.432,-32767,-32767,-32767
2017-10-12T02:24:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-10-13T02:59:59.000Z,6.02,99.98,-32767,16.014,-32767,-32767,-32767
2017-10-14T02:15:00.000Z,6.02,99.98,-32767,35.144,-32767,-32767,-32767
2017-10-15T02:49:59.000Z,6.02,99.98,-32767,43.554,-32767,-32767,-32767
2017-10-16T02:24:59.000Z,6.02,99.98,-32767,52.588,-32767,-32767,-32767
2017-10-17T02:40:00.000Z,6.02,99.98,-32767,40.54,-32767,-32767,-32767
2017-10-18T02:10:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-10-19T02:29:58.000Z,6.02,99.98,-32767,-32767,-32767,-32767,31.77
2017-10-20T03:00:00.000Z,6.02,99.98,-32767,54.802,-32767,-32767,32.47
2017-10-21T02:19:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-10-22T02:54:58.000Z,6.02,99.98,-32767,50.61,-32767,-32767,-32767
2017-10-23T02:09:59.000Z,6.02,99.98,-32767,53.858,-32767,-32767,-32767
2017-10-24T02:44:59.000Z,6.02,99.98,-32767,53.63,-32767,-32767,-32767
2017-10-25T02:14:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-10-26T02:34:59.000Z,6.02,99.98,0.7,54.208,161.4,0.000014,30.19
2017-10-27T02:59:59.000Z,6.02,99.98,-32767,47.858,-32767,-32767,-32767
2017-10-28T02:24:59.000Z,6.02,99.98,-32767,50.802,-32767,-32767,-32767
2017-10-29T02:59:59.000Z,6.02,99.98,-32767,28.898,-32767,-32767,-32767
2017-10-30T02:15:00.000Z,6.02,99.98,-32767,48.346,-32767,-32767,-32767
2017-10-31T02:49:59.000Z,6.02,99.98,-32767,49.038,-32767,-32767,-32767
2017-11-01T02:10:00.000Z,6.02,99.98,-32767,50.586,-32767,-32767,-32767
2017-11-02T02:40:00.000Z,6.02,99.98,-32767,48.414,-32767,-32767,-32767
