DATE,LAT,LON,CHL,PAR,POC,PIC,SST
2016-09-04T02:20:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2016-09-05T03:00:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2016-09-06T02:59:59.000Z,6.02,99.98,-32767,15.52,-32767,-32767,-32767
2016-09-07T02:50:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2016-09-08T02:59:59.000Z,6.02,99.98,-32767,10.408,-32767,-32767,-32767
2016-09-09T02:39:59.000Z,6.02,99.98,0.64,56.728,129.4,0.000486,31.29
2016-09-10T02:49:59.000Z,6.02,99.98,-32767,56.652,-32767,-32767,-32767
2016-09-11T02:24:59.000Z,6.02,99.98,-32767,56.822,-32767,-32767,30.4
2016-09-12T02:39:59.000Z,6.02,99.98,-32767,56.78,-32767,-32767,-32767
2016-09-13T02:14:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2016-09-14T02:54:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2016-09-15T02:59:59.000Z,6.02,99.98,-32767,55.098,-32767,-32767,-32767
2016-09-16T02:44:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,32.11
2016-09-17T02:55:00.000Z,6.02,99.98,-32767,56.368,-32767,-32767,-32767
2016-09-18T02:30:00.000Z,6.02,99.98,-32767,39.352,-32767,-32767,-32767
2016-09-19T02:39:59.000Z,6.02,99.98,-32767,48.266,-32767,-32767,-32767
2016-09-20T02:20:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2016-09-21T02:59:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2016-09-22T02:59:59.000Z,6.02,99.98,-32767,29.338,-32767,-32767,-32767
2016-09-23T02:50:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2016-09-24T02:59:59.000Z,6.02,99.98,-32767,55.576,-32767,-32767,-32767
2016-09-25T02:40:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,30.5
2016-09-26T02:44:59.000Z,6.02,99.98,0.84,56.362,201.4,0.00059599,30.65
2016-09-27T02:24:59.000Z,6.02,99.98,-32767,46.156,-32767,-32767,-32767
2016-09-28T02:39:59.000Z,6.02,99.98,-32767,49.414,-32767,-32767,-32767
2016-09-29T02:09:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2016-09-30T02:54:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2016-10-01T02:59:59.000Z,6.02,99.98,-32767,46.79,-32767,-32767,-32767
2016-10-02T02:44:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,30.97
2016-10-03T02:55:00.000Z,6.02,99.98,-32767,55.95,-32767,-32767,29.88
2016-10-04T02:30:00.000Z,6.02,99.98,-32767,31.084,-32767,-32767,-32767
2016-10-05T02:40:00.000Z,6.02,99.98,-32767,55.228,-32767,-32767,-32767
2016-10-06T02:20:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2016-10-07T02:34:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2016-10-08T02:59:59.000Z,6.02,99.98,-32767,55.218,-32767,-32767,-32767
2016-10-09T02:24:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,29.84
2016-10-10T02:59:59.000Z,6.02,99.98,-32767,33.832,-32767,-32767,-32767
2016-10-11T02:34:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2016-10-12T02:49:59.000Z,6.02,99.98,-32767,48.564,-32767,-32767,29.86
2016-10-13T02:24:59.000Z,6.02,99.98,-32767,51.23,-32767,-32767,-32767
2016-10-14T02:39:59.000Z,6.02,99.98,-32767,51.918,-32767,-32767,-32767
2016-10-15T02:09:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2016-10-16T02:30:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2016-10-17T02:59:59.000Z,6.02,99.98,-32767,25.148,-32767,-32767,-32767
2016-10-18T02:20:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2016-10-19T02:55:00.000Z,6.02,99.98,-32767,45.506,-32767,-32767,-32767
2016-10-20T02:09:59.000Z,6.02,99.98,-32767,7.65,-32767,-32767,-32767
2016-10-21T02:39:59.000Z,6.02,99.98,-32767,40.648,-32767,-32767,-32767
2016-10-22T02:14:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2016-10-23T02:34:59.000Z,6.02,99.98,-32767,50.22,-32767,-32767,-32767
2016-10-24T02:59:59.000Z,6.02,99.98,-32767,47.77,-32767,-32767,-32767
2016-10-25T02:24:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2016-10-26T02:59:59.000Z,6.02,99.98,-32767,46.58,-32767,-32767,-32767
2016-10-27T02:14:59.000Z,6.02,99.98,-32767,31.91,-32767,-32767,-32767
2016-10-28T02:49:59.000Z,6.02,99.98,-32767,52.814,-32767,-32767,-32767
2016-10-29T02:10:00.000Z,6.02,99.98,-32767,4.29,-32767,-32767,-32767
2016-10-30T02:39:59.000Z,6.02,99.98,0.78,53.63,171,0.001044,29.49
2016-10-31T02:10:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2016-11-01T02:30:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2016-11-02T03:00:00.000Z,6.02,99.98,-32767,33.894,-32767,-32767,-32767
2016-11-03T02:19:59.000Z,6.02,99.98,0.97,53.294,185.6,0.000792,30.39
2016-11-04T02:55:00.000Z,6.02,99.98,-32767,53.18,-32767,-32767,-32767
2016-11-05T02:09:59.000Z,6.02,99.98,-32767,8.9,-32767,-32767,-32767
2016-11-06T02:44:59.000Z,6.02,99.98,-32767,42.176,-32767,-32767,-32767
2016-11-07T02:04:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2016-11-08T02:34:59.000Z,6.02,99.98,-32767,15.284,-32767,-32767,-32767
2016-11-09T02:59:59.000Z,6.02,99.98,-32767,51.13,-32767,-32767,-32767
2016-11-10T02:24:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2016-11-11T02:59:59.000Z,6.02,99.98,0.71,52.3,193.2,0.00003,29.23
2016-11-12T02:15:00.000Z,6.02,99.98,0.56,45.498,120.2,0.000612,-32767
2016-11-13T02:49:59.000Z,6.02,99.98,-32767,37.138,-32767,-32767,-32767
2016-11-14T02:10:00.000Z,6.02,99.98,-32767,40.95,-32767,-32767,-32767
2016-11-15T02:40:00.000Z,6.02,99.98,-32767,49.706,-32767,-32767,-32767
2016-11-16T02:05:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2016-11-17T02:30:00.000Z,6.02,99.98,-32767,48.762,-32767,-32767,-32767
2016-11-18T03:00:00.000Z,6.02,99.98,-32767,51.704,-32767,-32767,-32767
2016-11-19T02:19:59.000Z,6.02,99.98,-32767,35.982,-32767,-32767,-32767
2016-11-20T02:55:00.000Z,6.02,99.98,0.49,51.376,139.6,0.000294,30.35
2016-11-21T02:09:59.000Z,6.02,99.98,-32767,36.608,-32767,-32767,-32767
2016-11-22T02:44:59.000Z,6.02,99.98,-32767,50.558,-32767,-32767,-32767
2016-11-23T02:04:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2016-11-24T02:34:59.000Z,6.02,99.98,-32767,44.572,-32767,-32767,-32767
2016-11-25T02:59:59.000Z,6.02,99.98,-32767,47.152,-32767,-32767,-32767
2016-11-26T02:24:59.000Z,6.02,99.98,-32767,50.948,-32767,-32767,-32767
2016-11-27T02:59:59.000Z,6.02,99.98,-32767,49.39,-32767,-32767,-32767
2016-11-28T02:15:00.000Z,6.02,99.98,-32767,44.944,-32767,-32767,-32767
2016-11-29T02:49:59.000Z,6.02,99.98,0.44,50.506,141,0.000018,-32767
2016-11-30T02:10:00.000Z,6.02,99.98,-32767,18.308,-32767,-32767,-32767
2016-12-01T02:40:00.000Z,6.02,99.98,-32767,28.706,-32767,-32767,-32767
2016-12-02T02:04:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2016-12-03T02:29:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2016-12-04T03:00:00.000Z,6.02,99.98,-32767,30.606,-32767,-32767,-32767
2016-12-05T02:19:59.000Z,6.02,99.98,-32767,45.53,-32767,-32767,-32767
2016-12-06T02:54:59.000Z,6.02,99.98,-32767,19.974,-32767,-32767,-32767
2016-12-07T02:09:59.000Z,6.02,99.98,-32767,18.352,-32767,-32767,-32767
2016-12-08T02:44:59.000Z,6.02,99.98,0.69,49.608,174,0.000514,30.14
2016-12-09T02:04:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2016-12-10T02:34:59.000Z,6.02,99.98,-32767,41.84,-32767,-32767,-32767
2016-12-11T02:59:59.000Z,6.02,99.98,-32767,49.382,-32767,-32767,-32767
2016-12-12T02:25:00.000Z,6.02,99.98,-32767,48.546,-32767,-32767,-32767
2016-12-13T02:59:59.000Z,6.02,99.98,-32767,13.744,-32767,-32767,-32767
2016-12-14T02:15:00.000Z,6.02,99.98,-32767,21.83,-32767,-32767,-32767
2016-12-15T02:50:00.000Z,6.02,99.98,-32767,48.34,-32767,-32767,-32767
2016-12-16T02:09:59.000Z,6.02,99.98,-32767,47.66,-32767,-32767,29.52
2016-12-17T02:39:59.000Z,6.02,99.98,-32767,47.02,-32767,-32767,-32767
2016-12-18T02:04:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2016-12-19T02:29:59.000Z,6.02,99.98,-32767,44.266,-32767,-32767,-32767
2016-12-20T02:59:59.000Z,6.02,99.98,-32767,18.496,-32767,-32767,-32767
2016-12-21T02:19:59.000Z,6.02,99.98,-32767,7.5,-32767,-32767,-32767
2016-12-22T02:54:59.000Z,6.02,99.98,-32767,48.914,-32767,-32767,-32767
2016-12-23T02:10:00.000Z,6.02,99.98,0.56,49.382,115.2,0.00002199,28.64
2016-12-24T02:44:59.000Z,6.02,99.98,-32767,21.446,-32767,-32767,-32767
2016-12-25T02:05:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2016-12-26T02:35:00.000Z,6.02,99.98,-32767,49.48,-32767,-32767,-32767
2016-12-27T03:00:00.000Z,6.02,99.98,-32767,32.978,-32767,-32767,-32767
2016-12-28T02:25:00.000Z,6.02,99.98,-32767,44.306,-32767,-32767,-32767
2016-12-29T03:00:00.000Z,6.02,99.98,-32767,49.398,-32767,-32767,-32767
2016-12-30T02:14:59.000Z,6.02,99.98,-32767,41.642,-32767,-32767,-32767
2016-12-31T02:50:00.000Z,6.02,99.98,-32767,46.162,-32767,-32767,-32767
2017-01-01T02:09:59.000Z,6.02,99.98,-32767,16.238,-32767,-32767,-32767
2017-01-02T02:39:59.000Z,6.02,99.98,-32767,13.372,-32767,-32767,-32767
2017-01-03T02:05:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-01-04T02:30:00.000Z,6.02,99.98,-32767,45.062,-32767,-32767,-32767
2017-01-05T03:00:00.000Z,6.02,99.98,-32767,44.458,-32767,-32767,-32767
2017-01-06T02:20:00.000Z,6.02,99.98,-32767,36.506,-32767,-32767,-32767
2017-01-07T02:55:00.000Z,6.02,99.98,-32767,35.26,-32767,-32767,-32767
2017-01-08T02:09:59.000Z,6.02,99.98,-32767,25.79,-32767,-32767,-32767
2017-01-09T02:44:59.000Z,6.02,99.98,-32767,9.538,-32767,-32767,-32767
2017-01-10T02:04:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-01-11T02:34:59.000Z,6.02,99.98,-32767,50.14,-32767,-32767,-32767
2017-01-12T02:59:59.000Z,6.02,99.98,-32767,43.05,-32767,-32767,-32767
2017-01-13T02:24:59.000Z,6.02,99.98,0.75,50.432,162,0.000218,29.86
2017-01-14T02:59:59.000Z,6.02,99.98,-32767,50.114,-32767,-32767,-32767
2017-01-15T02:14:59.000Z,6.02,99.98,0.65,50.61,138.8,0.000222,30.5
2017-01-16T02:49:59.000Z,6.02,99.98,0.78,50.54,182.6,0.000014,30.49
2017-01-17T02:10:00.000Z,6.02,99.98,-32767,48.992,-32767,-32767,-32767
2017-01-18T02:40:00.000Z,6.02,99.98,-32767,50.706,-32767,-32767,-32767
2017-01-19T02:05:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-01-20T02:30:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-01-21T03:00:00.000Z,6.02,99.98,-32767,44.112,-32767,-32767,-32767
2017-01-22T02:19:59.000Z,6.02,99.98,-32767,33.93,-32767,-32767,-32767
2017-01-23T02:54:58.000Z,6.02,99.98,-32767,48.43,-32767,-32767,-32767
2017-01-24T02:09:59.000Z,6.02,99.98,-32767,30.748,-32767,-32767,-32767
2017-01-25T02:44:59.000Z,6.02,99.98,-32767,37.502,-32767,-32767,-32767
2017-01-26T02:04:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-01-27T02:34:59.000Z,6.02,99.98,0.9,51.79,184.8,0.000014,29.82
2017-01-28T02:59:59.000Z,6.02,99.98,-32767,36.216,-32767,-32767,-32767
2017-01-29T02:24:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-01-30T02:59:59.000Z,6.02,99.98,0.78,52.234,189.2,0.000014,29.8
2017-01-31T02:15:00.000Z,6.02,99.98,-32767,47.596,-32767,-32767,-32767
2017-02-01T02:49:59.000Z,6.02,99.98,-32767,52.67,-32767,-32767,-32767
2017-02-02T02:10:00.000Z,6.02,99.98,-32767,50.804,-32767,-32767,29.38
2017-02-03T02:40:00.000Z,6.02,99.98,-32767,40.626,-32767,-32767,-32767
2017-02-04T02:10:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-02-05T02:29:59.000Z,6.02,99.98,0.69,53.054,171,0.000244,30.03
2017-02-06T03:00:00.000Z,6.02,99.98,-32767,49.184,-32767,-32767,-32767
2017-02-07T02:19:59.000Z,6.02,99.98,-32767,52.332,-32767,-32767,-32767
2017-02-08T02:54:59.000Z,6.02,99.98,0.63,53.574,406,-32767,29.49
2017-02-09T02:09:59.000Z,6.02,99.98,-32767,53.852,-32767,-32767,-32767
2017-02-10T02:44:59.000Z,6.02,99.98,0.85,53.772,185.8,0.000016,30.3
2017-02-11T02:14:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-02-12T02:34:59.000Z,6.02,99.98,-32767,41.99,-32767,-32767,-32767
2017-02-13T02:59:59.000Z,6.02,99.98,-32767,54.174,-32767,-32767,29
2017-02-14T02:25:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,29.05
2017-02-15T02:59:59.000Z,6.02,99.98,-32767,50.702,-32767,-32767,-32767
2017-02-16T02:15:00.000Z,6.02,99.98,3.35,54.584,306,0.000584,28.74
2017-02-17T02:50:00.000Z,6.02,99.98,4.44,54.48,368.2,0.001168,29.41
2017-02-18T02:20:00.000Z,6.02,99.98,-32767,54.854,-32767,-32767,29.85
2017-02-19T02:40:00.000Z,6.02,99.98,-32767,54.534,-32767,-32767,-32767
2017-02-20T02:10:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-02-21T02:29:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-02-22T03:00:00.000Z,6.02,99.98,-32767,47.64,-32767,-32767,-32767
2017-02-23T02:19:59.000Z,6.02,99.98,-32767,32.838,-32767,-32767,-32767
2017-02-24T02:54:59.000Z,6.02,99.98,-32767,18.01,-32767,-32767,-32767
2017-02-25T02:29:59.000Z,6.02,99.98,0.7,55.534,125.4,0.000014,30.98
2017-02-26T02:44:59.000Z,6.02,99.98,-32767,54.316,-32767,-32767,-32767
2017-02-27T02:14:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-02-28T02:34:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-03-01T02:59:59.000Z,6.02,99.98,-32767,33.294,-32767,-32767,-32767
2017-03-02T02:25:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-03-03T02:59:59.000Z,6.02,99.98,-32767,53.306,-32767,-32767,29.67
2017-03-04T02:34:59.000Z,6.02,99.98,0.58,56.372,116.8,0.000024,30.89
2017-03-05T02:50:00.000Z,6.02,99.98,-32767,49.162,-32767,-32767,-32767
2017-03-06T02:25:00.000Z,6.02,99.98,-32767,49.308,-32767,-32767,-32767
2017-03-07T02:40:00.000Z,6.02,99.98,-32767,56.358,-32767,-32767,-32767
2017-03-08T02:10:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-03-09T02:54:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,31.48
2017-03-10T02:59:59.000Z,6.02,99.98,2.94,56.948,-32767,-32767,31.56
2017-03-11T02:45:00.000Z,6.02,99.98,1.03,57.034,263.4,0.000014,31.17
2017-03-12T02:54:59.000Z,6.02,99.98,1.17,56.944,220.4,0.000014,31.04
2017-03-13T02:29:59.000Z,6.02,99.98,0.7,57.266,132.8,0.000014,30.42
2017-03-14T02:44:59.000Z,6.02,99.98,0.84,57.054,173.8,0.000014,31.66
2017-03-15T02:19:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-03-16T03:00:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-03-17T02:59:59.000Z,6.02,99.98,-32767,34.97,-32767,-32767,-32767
2017-03-18T02:49:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-03-19T02:59:59.000Z,6.02,99.98,-32767,55.292,-32767,-32767,-32767
2017-03-20T02:39:59.000Z,6.02,99.98,-32767,54.464,-32767,-32767,-32767
2017-03-21T02:50:00.000Z,6.02,99.98,-32767,35.018,-32767,-32767,-32767
2017-03-22T02:25:00.000Z,6.02,99.98,-32767,57.51,-32767,-32767,-32767
2017-03-23T02:40:00.000Z,6.02,99.98,1.06,57.346,195.6,0.00014599,31.37
2017-03-24T02:15:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-03-25T02:59:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-03-26T03:00:00.000Z,6.02,99.98,-32767,57.474,-32767,-32767,33.67
2017-03-27T02:45:00.000Z,6.02,99.98,-32767,57.69,-32767,-32767,31.8
2017-03-28T02:54:59.000Z,6.02,99.98,-32767,28.636,-32767,-32767,-32767
2017-03-29T02:35:00.000Z,6.02,99.98,-32767,49.99,-32767,-32767,-32767
2017-03-30T02:44:59.000Z,6.02,99.98,-32767,55.798,-32767,-32767,-32767
2017-03-31T02:19:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-04-01T03:00:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,30.78
2017-04-02T02:59:59.000Z,6.02,99.98,-32767,55.778,-32767,-32767,-32767
2017-04-03T02:49:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-04-04T02:59:59.000Z,6.02,99.98,-32767,45.72,-32767,-32767,-32767
2017-04-05T02:39:59.000Z,6.02,99.98,-32767,42.744,-32767,-32767,-32767
2017-04-06T02:50:00.000Z,6.02,99.98,-32767,17.304,-32767,-32767,-32767
2017-04-07T02:25:00.000Z,6.02,99.98,-32767,57.454,-32767,-32767,29.61
2017-04-08T02:40:00.000Z,6.02,99.98,-32767,40.62,-32767,-32767,-32767
2017-04-09T02:15:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-04-10T02:54:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,31.01
2017-04-11T03:00:00.000Z,6.02,99.98,-32767,57.256,-32767,-32767,-32767
2017-04-12T02:45:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-04-13T02:54:59.000Z,6.02,99.98,-32767,56.696,-32767,-32767,-32767
2017-04-14T02:35:00.000Z,6.02,99.98,-32767,54.138,-32767,-32767,-32767
2017-04-15T02:44:59.000Z,6.02,99.98,0.45,57.268,102.4,0.000014,31.05
2017-04-16T02:19:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-04-17T03:00:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,31.81
2017-04-18T02:59:59.000Z,6.02,99.98,-32767,54.976,-32767,-32767,-32767
2017-04-19T02:49:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,32.76
2017-04-20T02:59:59.000Z,6.02,99.98,-32767,47.916,-32767,-32767,-32767
2017-04-21T02:39:59.000Z,6.02,99.98,0.53,56.966,109.4,0.000014,31.22
2017-04-22T02:50:00.000Z,6.02,99.98,-32767,56.246,-32767,-32767,-32767
2017-04-23T02:24:59.000Z,6.02,99.98,-32767,54.502,-32767,-32767,-32767
2017-04-24T02:40:00.000Z,6.02,99.98,-32767,53.452,-32767,-32767,-32767
2017-04-25T02:15:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-04-26T02:54:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,31.65
2017-04-27T03:00:00.000Z,6.02,99.98,-32767,36.364,-32767,-32767,-32767
2017-04-28T02:45:00.000Z,6.02,99.98,-32767,38.572,-32767,-32767,-32767
2017-04-29T02:54:59.000Z,6.02,99.98,-32767,55.386,-32767,-32767,-32767
2017-04-30T02:29:59.000Z,6.02,99.98,-32767,55.184,-32767,-32767,-32767
2017-05-01T02:44:59.000Z,6.02,99.98,0.54,56.326,127.2,0.000014,31.65
2017-05-02T02:19:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-05-03T03:00:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,30.93
2017-05-04T02:09:59.000Z,6.02,99.98,-32767,55.748,-32767,-32767,-32767
2017-05-05T02:49:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-05-06T02:59:59.000Z,6.02,99.98,-32767,49.912,-32767,-32767,-32767
2017-05-07T02:39:59.000Z,6.02,99.98,-32767,51.284,-32767,-32767,-32767
2017-05-08T02:50:00.000Z,6.02,99.98,0.54,55.864,129.6,0.000104,31.86
2017-05-09T02:24:59.000Z,6.02,99.98,-32767,55.908,-32767,-32767,-32767
2017-05-10T02:40:00.000Z,6.02,99.98,-32767,54.374,-32767,-32767,-32767
2017-05-11T02:15:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-05-12T02:54:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-05-13T03:00:00.000Z,6.02,99.98,-32767,25.448,-32767,-32767,-32767
2017-05-14T02:45:00.000Z,6.02,99.98,-32767,49.952,-32767,-32767,-32767
2017-05-15T02:54:59.000Z,6.02,99.98,-32767,54.166,-32767,-32767,-32767
2017-05-16T02:29:59.000Z,6.02,99.98,-32767,30.324,-32767,-32767,-32767
2017-05-17T02:44:59.000Z,6.02,99.98,0.72,55.31,165.2,0.000014,-32767
2017-05-18T02:19:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-05-19T02:59:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-05-20T02:09:59.000Z,6.02,99.98,-32767,50.366,-32767,-32767,-32767
2017-05-21T02:49:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-05-22T02:59:59.000Z,6.02,99.98,-32767,50.026,-32767,-32767,-32767
2017-05-23T02:39:59.000Z,6.02,99.98,-32767,30.014,-32767,-32767,-32767
2017-05-24T02:50:00.000Z,6.02,99.98,-32767,48.09,-32767,-32767,-32767
2017-05-25T02:25:00.000Z,6.02,99.98,-32767,42.646,-32767,-32767,-32767
2017-05-26T02:40:00.000Z,6.02,99.98,-32767,53.73,-32767,-32767,-32767
2017-05-27T02:15:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-05-28T02:54:59.000Z,6.02,99.98,-32767,31.04,-32767,-32767,-32767
2017-05-29T02:59:59.000Z,6.02,99.98,-32767,32.004,-32767,-32767,-32767
2017-05-30T02:45:00.000Z,6.02,99.98,-32767,54.196,-32767,-32767,-32767
2017-05-31T02:54:59.000Z,6.02,99.98,-32767,44.35,-32767,-32767,-32767
2017-06-01T02:29:59.000Z,6.02,99.98,-32767,33.248,-32767,-32767,-32767
2017-06-02T02:44:59.000Z,6.02,99.98,1.25,54.47,371.2,0.000018,28.91
2017-06-03T02:19:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-06-04T02:59:59.000Z,6.02,99.98,-32767,53.3,-32767,-32767,-32767
2017-06-05T02:09:59.000Z,6.02,99.98,-32767,43.464,-32767,-32767,-32767
2017-06-06T02:49:59.000Z,6.02,99.98,-32767,49.526,-32767,-32767,-32767
2017-06-07T02:59:59.000Z,6.02,99.98,-32767,34.052,-32767,-32767,-32767
2017-06-08T02:39:59.000Z,6.02,99.98,-32767,47.638,-32767,-32767,-32767
2017-06-09T02:50:00.000Z,6.02,99.98,0.72,54.466,170,0.000014,32.29
2017-06-10T02:25:00.000Z,6.02,99.98,-32767,53.708,-32767,-32767,-32767
2017-06-11T02:40:00.000Z,6.02,99.98,-32767,52.75,-32767,-32767,-32767
2017-06-12T02:15:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-06-13T02:54:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,31.97
2017-06-14T02:59:59.000Z,6.02,99.98,-32767,44.5,-32767,-32767,-32767
2017-06-15T02:45:00.000Z,6.02,99.98,-32767,42.734,-32767,-32767,-32767
2017-06-16T02:54:59.000Z,6.02,99.98,0.56,54.224,129.6,0.000014,31.78
2017-06-17T02:29:59.000Z,6.02,99.98,0.42,54.316,98,0.000014,31.59
2017-06-18T02:44:59.000Z,6.02,99.98,-32767,10.548,-32767,-32767,-32767
2017-06-19T02:19:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-06-20T02:59:59.000Z,6.02,99.98,-32767,53.862,-32767,-32767,-32767
2017-06-21T02:04:59.000Z,6.02,99.98,-32767,38.382,-32767,-32767,-32767
2017-06-22T02:49:59.000Z,6.02,99.98,-32767,18.932,-32767,-32767,-32767
2017-06-23T02:59:59.000Z,6.02,99.98,-32767,5.456,-32767,-32767,-32767
2017-06-24T02:39:59.000Z,6.02,99.98,-32767,23.592,-32767,-32767,-32767
2017-06-25T02:50:00.000Z,6.02,99.98,-32767,23.502,-32767,-32767,-32767
2017-06-26T02:25:00.000Z,6.02,99.98,-32767,50.74,-32767,-32767,-32767
2017-06-27T02:40:00.000Z,6.02,99.98,-32767,36.946,-32767,-32767,-32767
2017-06-28T02:15:00.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-06-29T02:54:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-06-30T02:59:59.000Z,6.02,99.98,-32767,6.746,-32767,-32767,-32767
2017-07-01T02:45:00.000Z,6.02,99.98,-32767,53.372,-32767,-32767,-32767
2017-07-02T02:54:59.000Z,6.02,99.98,-32767,47.402,-32767,-32767,-32767
2017-07-03T02:29:59.000Z,6.02,99.98,-32767,53.182,-32767,-32767,-32767
2017-07-04T02:44:59.000Z,6.02,99.98,0.58,54.304,150.8,0.000014,29.39
2017-07-05T02:19:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,-32767
2017-07-06T02:59:59.000Z,6.02,99.98,-32767,-32767,-32767,-32767,31.06
2017-07-07T02:04:59.000Z,6.02,99.98,-32767,44.466,-32767,-32767,-32767
2017-07-08T02:49:59.000Z,6.02,99.98,-32767,46.282,-32767,-32767,-32767
2017-07-09T02:59:59.000Z,6.02,99.98,-32767,39.756,-32767,-32767,-32767
2017-07-10T02:39:59.000Z,6.02,99.98,0.59,53.878,124.2,0.000014,32.86
